start,end,video,start_time,duration,size,bitrate,frames,width,heigth,rtt_min, rtt_avg, rtt_max, pacotes_transmitidos, pacotes_recebidos, pacotes_perdidos, ttl,qoe_value,hop_1,hop_2,hop_3,hop_4,hop_5,hop_6,hop_7,hop_8,hop_9,hop_10,hop_11,hop_12,hop_13,hop_14,hop_15
2024-08-15 10:15:42.840459,2024-08-15 10:15:45.835499,video_1.mp4,0.000000,60.032000,10271300,1368776,4314,1280,720,4.540,6.050,9.047,4,4,0,56,3.6936715405392513, 1  172.18.0.1 (172.18.0.1)  0.058 ms  0.005 ms  0.012 m, 2  ACER-SIDNEY.mshome.net (172.21.96.1)  0.475 ms  0.455 ms  0.441 m, 3  192.168.0.1 (192.168.0.1)  1.298 ms  1.259 ms  1.794 m, 4  10.5.7.1 (10.5.7.1)  6.420 ms  6.402 ms  6.389 m, 5  * 177-93-139-161.marinter.com.br (177.93.139.161)  5.781 ms , 6  as1916.riodejaneiro.rj.ix.br (45.6.52.101)  7.324 ms  9.676 ms  8.549 m, 7  lanrj-rj.bkb.rnp.br (200.143.253.22)  7.858 ms  7.456 ms  8.796 m, 8  200.143.240.6 (200.143.240.6)  8.348 ms  4.877 ms  4.197 m, 9  200.159.252.130 (200.159.252.130)  5.025 ms !X  4.470 ms !X  4.351 ms !, ? , ? , ? , ? , ? , ? 
2024-08-15 10:16:59.650708,2024-08-15 10:17:00.382557,video_2.mp4,0.000000,20.053333,1295702,516902,1420,640,360,5.269,7.633,9.791,4,4,0,56,2.1598019420390973, 1  172.18.0.1 (172.18.0.1)  0.053 ms  0.006 ms  0.005 m, 2  ACER-SIDNEY.mshome.net (172.21.96.1)  0.695 ms  0.673 ms  1.068 m, 3  192.168.0.1 (192.168.0.1)  2.373 ms  2.011 ms  2.002 m, 4  10.5.7.1 (10.5.7.1)  3.469 ms  3.462 ms  3.453 m, 5  177-93-139-161.marinter.com.br (177.93.139.161)  5.333 ms  5.325 ms  3.425 m, 6  as1916.riodejaneiro.rj.ix.br (45.6.52.101)  5.216 ms  6.698 ms  6.476 m, 7  lanrj-rj.bkb.rnp.br (200.143.253.22)  6.323 ms  5.944 ms  6.679 m, 8  200.143.240.6 (200.143.240.6)  7.310 ms  5.891 ms  5.882 m, 9  200.159.252.130 (200.159.252.130)  6.055 ms !X  7.082 ms !X  6.822 ms !, ? , ? , ? , ? , ? , ? 
